"MLM_count","TOKEN_count","NSP_bool","Loss"
10,51,1,0.9424111843109131
19,130,0,2.493673324584961
19,128,1,2.06608510017395
20,135,1,2.92232084274292
13,86,1,3.5976500511169434
13,92,1,1.4263519048690796
19,129,1,2.5050082206726074
18,131,0,1.3303346633911133
19,126,1,1.424651026725769
18,116,1,2.6128711700439453
20,129,1,0.43575069308280945
19,127,0,1.6908732652664185
7,47,1,3.4467906951904297
19,128,0,2.223181962966919
19,130,0,2.0390117168426514
12,81,1,1.4001572132110596
14,93,1,1.9361891746520996
12,81,1,2.502326250076294
19,128,0,0.45936012268066406
19,129,0,1.9022173881530762
21,130,1,4.250117301940918
19,125,0,3.6112470626831055
4,29,1,1.177605152130127
19,123,1,2.649214267730713
14,90,1,3.952035427093506
20,129,0,2.232469081878662
20,131,0,1.1223232746124268
17,116,1,1.7713968753814697
19,129,0,6.2680206298828125
22,129,1,4.394209384918213
20,129,0,1.770419716835022
19,128,0,2.0568501949310303
8,56,1,0.44790515303611755
20,127,0,0.535430908203125
19,128,1,1.9094666242599487
19,133,0,3.278404712677002
20,129,1,0.9350864291191101
20,129,1,3.229684352874756
19,130,1,4.056419372558594
19,127,1,3.1868929862976074
19,130,1,2.4870991706848145
18,128,0,3.282623529434204
19,128,0,4.716559886932373
8,51,0,1.235064148902893
19,130,1,1.5575612783432007
7,49,1,1.5296918153762817
21,134,1,1.951168179512024
9,59,1,1.1694483757019043
19,136,0,2.6181697845458984
14,91,1,2.729976177215576
19,133,0,4.592528820037842
19,125,1,0.6342711448669434
19,128,0,1.9029580354690552
18,121,1,1.385406732559204
17,116,1,4.060553073883057
11,76,1,3.4318463802337646
13,83,0,2.868490219116211
18,125,0,2.679786205291748
19,129,0,3.7771594524383545
19,127,0,1.9196337461471558
4,31,0,0.002073919400572777
13,82,1,1.0484821796417236
10,65,0,0.472966730594635
17,126,0,4.783577919006348
19,128,1,1.990715742111206
16,104,1,1.6563925743103027
19,131,0,2.446364164352417
24,135,1,2.248378038406372
13,77,1,4.256346225738525
20,130,0,2.098618507385254
20,129,1,1.2583065032958984
19,126,0,1.489227533340454
19,129,0,2.6194047927856445
19,122,1,0.27226096391677856
19,137,0,1.1432428359985352
20,129,1,1.3133022785186768
8,53,1,4.131933689117432
19,130,1,0.5975674986839294
20,130,1,1.2227168083190918
19,134,1,2.1501333713531494
10,71,0,1.7631739377975464
19,128,0,2.9295530319213867
7,48,0,2.63486647605896
20,128,1,1.6496119499206543
15,100,1,3.0367255210876465
17,113,0,1.6686166524887085
5,34,0,0.006617174483835697
19,129,0,3.2587897777557373
19,127,1,2.57118821144104
19,129,1,2.331867218017578
8,52,1,1.336591124534607
19,131,0,2.6419827938079834
19,130,1,3.603931427001953
19,130,0,1.9809473752975464
16,103,1,0.8726550340652466
19,129,0,1.0130342245101929
6,41,1,2.779604434967041
10,65,1,0.6580446362495422
8,54,0,4.445871353149414
19,127,1,2.62900972366333
15,101,1,1.4987268447875977
18,128,1,2.671027421951294
20,129,0,3.48929500579834
19,127,0,2.6760923862457275
19,129,1,3.2862415313720703
19,129,0,3.546316146850586
18,129,0,2.7752487659454346
17,114,0,2.023155450820923
18,127,1,2.835829257965088
19,127,0,2.3696603775024414
12,78,1,3.862328290939331
6,41,1,1.6422698497772217
20,133,1,3.1040830612182617
19,132,1,3.621152639389038
20,125,0,1.6490631103515625
20,130,0,2.7105393409729004
16,107,0,0.8199190497398376
19,128,1,1.709984302520752
19,128,1,2.9578421115875244
21,135,1,3.473562240600586
22,139,0,2.7852678298950195
5,35,0,0.8135266304016113
19,128,0,1.2598682641983032
19,128,0,4.538722991943359
10,66,1,1.8699830770492554
18,123,0,3.199734926223755
19,126,0,2.3771114349365234
19,130,1,1.852381706237793
18,127,0,3.5118017196655273
19,132,0,1.2985860109329224
19,130,1,4.671398162841797
19,131,1,2.2481706142425537
10,70,0,3.95522141456604
19,129,0,2.950080156326294
7,48,1,0.6386876702308655
15,99,1,2.3190557956695557
10,53,1,3.4535083770751953
10,68,1,2.868260383605957
19,130,0,1.7326055765151978
19,129,1,2.2192821502685547
17,122,1,1.556937575340271
18,121,1,1.4912930727005005
11,72,0,1.0055084228515625
19,127,1,1.7373408079147339
20,130,0,2.2715976238250732
19,128,1,3.331491708755493
19,129,0,3.385986566543579
19,129,0,2.3413538932800293
17,114,1,1.3719168901443481
19,129,0,2.7833340167999268
21,129,0,2.092541217803955
19,128,1,2.0806586742401123
20,129,1,1.6817628145217896
21,131,0,2.1632397174835205
6,41,1,2.962585687637329
18,122,1,0.3720860481262207
6,43,1,4.100521564483643
19,130,0,3.0842604637145996
4,25,1,3.5510036945343018
15,103,0,2.225370407104492
19,127,1,3.3908965587615967
19,126,0,3.7456612586975098
7,48,1,0.10226713865995407
19,127,1,3.0831165313720703
16,108,1,0.7229273319244385
20,127,0,3.4435760974884033
10,65,1,3.0282607078552246
7,49,1,2.3840677738189697
19,130,0,1.1684688329696655
19,128,1,3.4377310276031494
6,36,0,0.5489556193351746
14,94,1,0.8046797513961792
19,133,0,1.9820657968521118
19,129,0,0.8473196625709534
19,132,1,2.1322484016418457
19,131,0,2.0822627544403076
10,69,1,1.3282759189605713
14,91,1,1.2447868585586548
19,131,0,2.4308583736419678
19,128,0,0.8656315207481384
19,130,1,1.8632398843765259
5,34,1,4.744784355163574
18,119,0,3.084487199783325
20,129,0,2.470305919647217
10,66,1,3.4702799320220947
19,130,1,2.191284656524658
19,131,0,2.595945119857788
19,126,0,2.3595328330993652
18,124,0,4.144433498382568
14,92,0,2.1825129985809326
19,128,0,2.9535014629364014
20,130,1,2.5667407512664795
14,93,1,0.7065770030021667
19,128,1,2.1140401363372803
21,131,1,2.5581259727478027
19,128,1,2.538770914077759
22,153,1,1.150720477104187
20,127,1,2.390000581741333
19,125,1,2.9081149101257324
22,140,0,1.8202232122421265
20,130,1,3.552412509918213
21,132,0,3.027771234512329
19,130,1,1.6709083318710327
16,108,1,2.9947509765625
16,105,0,2.7427542209625244
19,137,1,1.5952894687652588
19,130,1,3.290818452835083
9,64,1,3.0101826190948486
19,131,1,0.9453774094581604
19,130,1,6.371035575866699
16,106,1,1.7002440690994263
19,128,0,2.5064408779144287
18,126,1,3.1458864212036133
4,24,1,3.275080680847168
19,131,1,1.9491344690322876
19,130,0,4.4927191734313965
19,129,1,1.5993146896362305
19,129,0,1.7661242485046387
14,97,0,2.8440423011779785
6,41,1,0.7021201848983765
9,61,1,1.2221262454986572
17,124,1,1.2306822538375854
19,128,0,1.0418897867202759
19,127,1,1.9473901987075806
19,127,1,1.4562633037567139
6,40,0,1.1268458366394043
20,131,1,3.8668901920318604
10,52,0,2.401977062225342
19,129,0,2.12418270111084
17,109,1,3.1900837421417236
18,125,1,2.6731812953948975
19,121,0,2.8594038486480713
19,129,0,1.9959689378738403
9,59,1,0.5080981850624084
14,88,0,1.6767035722732544
19,128,1,1.6820586919784546
19,129,1,2.7790000438690186
19,130,1,2.140698194503784
19,129,1,2.229257345199585
11,75,1,1.5136557817459106
22,131,1,3.6107537746429443
20,129,0,3.4664113521575928
19,129,0,2.6017987728118896
19,131,0,2.754178047180176
18,121,1,1.7473878860473633
20,129,1,2.7667407989501953
19,128,1,4.987768173217773
19,127,0,0.9636304974555969
20,135,1,1.1109148263931274
19,129,1,1.8383512496948242
18,127,1,3.2368276119232178
13,88,1,0.20701582729816437
15,98,1,2.4717469215393066
19,128,0,1.8927816152572632
19,128,1,2.1437160968780518
6,43,1,1.7625771760940552
19,128,0,2.2062673568725586
15,101,1,2.9146947860717773
20,126,1,3.2059895992279053
19,132,0,2.1818723678588867
19,130,1,1.66647469997406
19,128,1,0.4224855303764343
19,132,1,2.5576298236846924
16,108,1,1.787815809249878
3,19,1,2.6591238975524902
4,30,1,2.3114426136016846
19,130,1,2.8777880668640137
18,131,0,2.2751286029815674
19,131,0,1.8903166055679321
19,128,0,1.0698821544647217
21,130,0,4.427359580993652
15,101,0,1.2933955192565918
17,114,1,1.79552161693573
19,130,1,1.3771698474884033
19,131,0,1.1415678262710571
7,45,1,0.34922516345977783
19,129,1,2.534080982208252
19,125,0,1.3411387205123901
19,131,1,2.3693714141845703
18,120,1,2.564267635345459
19,127,0,0.6888315677642822
19,128,0,1.4646211862564087
19,124,1,2.512516736984253
19,128,1,1.7959431409835815
19,128,1,1.798695683479309
19,130,1,1.3454233407974243
19,131,1,2.169370174407959
19,128,1,2.1749441623687744
8,53,1,4.328122615814209
19,128,0,2.4253506660461426
8,52,1,2.472320556640625
20,129,0,2.80534291267395
19,128,1,2.835256338119507
17,117,1,1.2963522672653198
19,127,0,2.3549294471740723
19,129,0,2.4520184993743896
5,32,1,0.004890325013548136
19,132,1,2.568878650665283
7,42,1,1.026117205619812
19,130,1,1.5223888158798218
19,128,1,2.198815107345581
20,128,1,2.9622695446014404
19,130,0,2.5884153842926025
19,127,1,2.1155307292938232
15,97,0,3.0529818534851074
19,127,1,2.949817180633545
5,33,1,1.228661298751831
13,87,1,3.5126876831054688
19,132,0,1.4285950660705566
10,62,1,2.129092216491699
19,128,0,1.6761060953140259
4,26,1,0.004312631208449602
20,130,0,2.4649622440338135
19,128,1,1.5152760744094849
8,62,1,3.1445271968841553
19,127,1,3.2380571365356445
19,130,0,3.0476162433624268
19,127,0,1.7336997985839844
7,40,1,1.364576816558838
19,120,1,2.7391958236694336
19,130,1,2.5657503604888916
19,129,1,1.9664262533187866
20,128,1,2.1262786388397217
19,127,1,1.3751956224441528
8,50,0,0.02549832873046398
7,49,0,0.1857319325208664
19,127,0,1.5772162675857544
11,74,1,1.2687064409255981
19,128,0,1.332010269165039
18,127,1,2.731689929962158
5,35,1,0.5967966914176941
19,131,0,3.213116407394409
16,112,0,1.179738163948059
10,73,1,0.5947137475013733
19,129,1,1.0250015258789062
20,128,0,3.5291013717651367
19,131,1,1.4586760997772217
21,136,1,1.967975378036499
19,130,1,1.9717166423797607
19,129,1,0.9532904028892517
19,128,0,1.7346328496932983
18,113,1,2.243704080581665
19,131,1,2.355440378189087
11,74,0,2.0014703273773193
17,117,1,0.9900488257408142
19,129,1,1.6338837146759033
20,129,1,1.9207440614700317
19,136,0,3.5093934535980225
19,130,1,2.0693070888519287
19,127,0,0.753532350063324
23,132,0,1.6875585317611694
9,63,1,2.58024001121521
10,69,1,2.324049234390259
11,66,1,1.8500847816467285
15,95,1,0.9645861387252808
2,23,1,3.1944804191589355
19,128,1,1.5699747800827026
10,67,1,0.8355931043624878
9,58,0,0.8291192650794983
20,128,1,3.660935640335083
9,60,0,6.544715881347656
19,127,0,0.9806012511253357
18,127,0,3.127437114715576
19,124,1,4.506439685821533
19,133,0,0.998195230960846
13,87,0,1.5150418281555176
16,128,0,2.2575807571411133
19,130,1,0.9332868456840515
19,128,0,1.1972819566726685
14,97,1,2.955463409423828
19,128,1,3.2954800128936768
19,129,0,3.401301622390747
9,59,1,0.06069324538111687
17,106,1,2.038642644882202
19,123,1,2.1077516078948975
19,129,1,2.798515796661377
6,42,0,0.9325658082962036
20,130,0,3.1717772483825684
7,49,1,1.9485080242156982
19,128,1,3.41856050491333
19,130,0,4.204803466796875
3,22,1,0.0008609919459559023
19,133,1,1.7273184061050415
18,121,0,1.443941593170166
18,126,0,3.9226913452148438
16,98,1,1.8071340322494507
19,126,1,2.7665374279022217
19,134,1,1.64511239528656
20,130,0,2.5265281200408936
18,129,1,1.1144685745239258
19,126,0,2.382982015609741
14,91,0,1.321912407875061
20,130,1,2.1668102741241455
14,95,0,1.437119483947754
19,131,0,1.5935168266296387
19,128,0,2.283104419708252
10,66,1,3.3493764400482178
11,69,1,2.5636260509490967
9,64,1,0.42693936824798584
20,130,1,2.770451307296753
19,129,1,1.139198660850525
19,131,0,3.8273415565490723
19,130,1,2.7706785202026367
19,130,1,1.0908851623535156
21,133,1,2.5622971057891846
19,128,0,1.642419457435608
19,130,1,2.5209906101226807
19,126,1,2.4017553329467773
13,94,1,5.53662109375
19,130,0,2.6286983489990234
20,130,1,1.325278639793396
20,131,1,2.3897953033447266
19,125,1,3.309375047683716
19,127,0,5.219515800476074
19,128,0,1.520861029624939
19,127,0,2.4529507160186768
9,60,1,0.9750983715057373
5,32,0,2.7002201080322266
4,30,0,0.11502087861299515
7,44,1,1.5897395610809326
19,131,1,1.757920265197754
19,131,1,2.8683629035949707
5,33,1,4.982633590698242
6,41,1,4.765113353729248
19,129,1,2.5301513671875
20,132,0,2.334552049636841
19,127,0,1.002872347831726
4,29,1,0.015930134803056717
8,49,0,3.064152956008911
19,128,1,1.9174824953079224
16,107,1,1.7459180355072021
15,102,1,1.0256152153015137
6,40,1,0.8124682307243347
19,130,0,3.1774916648864746
19,131,0,0.48828861117362976
18,127,0,1.891738772392273
19,128,1,1.0575759410858154
6,38,0,2.744577169418335
15,105,0,2.1403543949127197
7,49,0,1.6767246723175049
18,113,1,2.260849714279175
15,103,1,4.243542194366455
21,133,1,2.1922788619995117
6,42,1,0.08957979828119278
19,126,0,2.268711566925049
20,129,1,1.339752435684204
19,132,1,2.4194114208221436
19,133,1,3.732667922973633
19,127,1,2.0954999923706055
10,65,0,1.6773451566696167
11,73,1,2.0609216690063477
18,127,1,3.9381535053253174
17,127,1,3.0447890758514404
19,126,0,3.421858787536621
9,60,1,3.842517614364624
21,135,1,2.4767520427703857
5,31,1,5.225919246673584
19,123,0,4.844004154205322
7,44,1,4.5338921546936035
8,54,0,6.851980209350586
4,30,1,0.06391957402229309
20,133,0,6.503432750701904
14,85,1,3.3468616008758545
19,130,0,1.8372448682785034
4,30,1,1.1607400178909302
19,130,1,2.2516937255859375
19,133,0,1.9415771961212158
19,132,1,2.133045196533203
19,128,1,1.17592453956604
19,132,0,3.0472962856292725
14,89,0,3.053739547729492
18,125,0,3.9841160774230957
19,127,0,3.213477849960327
16,107,1,1.6006872653961182
17,114,1,1.6033207178115845
19,129,0,2.764690637588501
19,129,0,1.8521898984909058
6,41,1,0.9730972051620483
17,126,0,2.075855016708374
16,104,0,2.193415880203247
9,65,0,6.050481796264648
19,135,1,0.9250682592391968
19,127,1,2.0533690452575684
19,130,0,1.7548388242721558
10,61,0,2.7722764015197754
19,128,0,1.8778504133224487
17,111,1,2.525780439376831
10,68,1,2.171306848526001
17,116,1,1.4782142639160156
10,68,1,2.695310592651367
19,124,1,3.3869640827178955
19,129,1,2.8648500442504883
19,125,0,2.1085550785064697
4,29,0,0.4676457345485687
21,134,1,2.5778584480285645
19,125,0,2.0934720039367676
19,130,0,1.7329354286193848
9,58,1,1.7220163345336914
19,124,0,0.6320130825042725
19,129,1,2.9472622871398926
18,125,1,3.6056690216064453
14,92,1,2.7055046558380127
11,76,0,3.513676643371582
19,129,1,1.0527070760726929
19,128,0,4.188925743103027
19,129,1,1.7424968481063843
13,90,1,1.3485604524612427
18,121,1,1.2937225103378296
19,129,1,1.1867984533309937
19,128,1,0.5310049653053284
19,122,1,2.827369451522827
19,128,1,3.8017780780792236
12,81,1,0.4197186231613159
19,127,1,3.307482957839966
19,129,0,1.717134952545166
19,129,0,1.7421047687530518
11,73,1,3.0457746982574463
20,129,1,2.0930917263031006
6,39,0,4.2791314125061035
18,121,1,1.4546403884887695
19,130,0,0.7143275737762451
5,40,1,4.945355415344238
19,128,0,2.1328670978546143
18,124,1,1.8366762399673462
20,129,1,2.273512125015259
7,44,0,3.3203091621398926
6,43,1,0.6155145764350891
19,126,1,1.5855751037597656
18,125,0,2.2708323001861572
19,129,0,2.6001672744750977
19,128,1,4.399275779724121
19,129,0,2.9618897438049316
19,130,0,1.0640218257904053
8,58,1,4.60159158706665
9,61,1,4.995973110198975
19,128,0,2.0623159408569336
19,130,1,1.5861947536468506
6,37,1,1.0962071418762207
7,51,0,1.0553202629089355
20,131,1,1.996572494506836
19,128,0,4.5865349769592285
17,114,1,2.030235528945923
19,124,0,2.6210014820098877
20,131,0,1.5796253681182861
19,128,0,1.772189736366272
13,85,1,2.6999728679656982
8,53,0,2.78468656539917
19,130,1,3.721102476119995
7,39,1,5.990072250366211
6,43,0,1.9650721549987793
19,129,0,1.5408556461334229
19,127,1,2.081281900405884
8,54,1,1.2674849033355713
19,129,0,4.014416694641113
7,48,1,1.384823203086853
18,128,0,3.1489346027374268
20,130,1,2.4830052852630615
19,130,0,2.682508945465088
18,120,1,1.2331525087356567
7,44,0,2.7188737392425537
19,131,1,2.371096134185791
19,130,0,1.0533016920089722
21,133,0,0.9340408444404602
19,130,1,2.6034698486328125
13,94,1,3.171478509902954
16,115,1,2.0729293823242188
19,135,0,0.31663191318511963
19,130,1,2.2615599632263184
19,129,0,1.8712064027786255
6,40,1,4.0450053215026855
19,129,0,2.880971908569336
8,55,1,1.7356884479522705
6,44,0,1.4017553329467773
19,130,0,1.7253594398498535
19,131,1,2.863624095916748
20,128,0,3.1498208045959473
17,113,1,1.4383256435394287
19,127,1,1.8986464738845825
20,132,1,1.4281772375106812
16,99,1,2.986358165740967
19,129,1,2.541351318359375
18,122,1,1.4733198881149292
16,109,1,1.661996841430664
19,128,1,3.47676420211792
19,130,0,2.815387725830078
18,123,1,2.4155545234680176
19,131,0,2.4624435901641846
19,128,0,2.723099946975708
18,127,1,2.5532875061035156
19,130,0,2.24699330329895
19,133,0,4.016143798828125
20,128,0,1.5260491371154785
19,130,1,1.241766095161438
13,91,1,2.896855592727661
12,72,1,1.8039742708206177
12,81,1,2.1565234661102295
19,126,1,2.9343419075012207
12,78,1,0.34235405921936035
10,64,1,3.8500053882598877
20,131,0,2.0929388999938965
19,129,0,1.4039287567138672
19,126,1,3.241187810897827
8,52,1,0.7715187072753906
19,129,1,1.858823299407959
19,129,1,1.8834459781646729
19,128,0,1.2398169040679932
19,126,0,1.5324002504348755
18,127,1,4.604089736938477
21,135,0,2.433361768722534
19,124,1,3.66359543800354
4,30,1,1.8202861547470093
10,66,1,1.5729917287826538
7,47,0,0.5037221908569336
19,126,1,2.3405728340148926
19,131,0,2.66892671585083
19,125,0,2.3485448360443115
19,128,1,3.6164422035217285
19,128,1,1.6668682098388672
20,130,0,2.790935516357422
19,130,1,3.2367284297943115
19,128,0,0.7610978484153748
20,130,0,4.702807426452637
11,72,1,1.187528133392334
19,128,0,0.9065496921539307
4,26,1,2.084794044494629
18,133,0,1.8446991443634033
17,113,1,1.7581701278686523
19,128,0,6.085611343383789
19,132,0,3.380784511566162
19,126,0,3.246579170227051
20,140,1,6.435629844665527
8,51,0,0.46157360076904297
9,56,0,1.1596418619155884
10,67,0,3.9546356201171875
19,129,0,3.785015106201172
19,126,0,2.1676456928253174
19,128,1,2.774362325668335
19,128,0,2.202711582183838
19,127,0,3.1167209148406982
20,130,0,3.801053524017334
19,129,0,2.2045350074768066
19,130,1,2.2657344341278076
19,127,1,1.7860040664672852
19,130,0,1.499002456665039
19,128,0,2.495340347290039
20,128,0,2.579648494720459
18,131,1,1.6029537916183472
20,130,0,2.3851571083068848
6,38,1,0.38919031620025635
19,123,0,2.2226128578186035
19,132,0,3.3370726108551025
16,106,0,1.4755975008010864
19,129,0,2.658388376235962
18,125,1,2.7356550693511963
19,131,1,1.4953529834747314
20,130,1,3.215684652328491
19,129,1,2.232393980026245
19,133,0,0.3817436397075653
7,45,1,2.0061028003692627
21,135,0,3.0476138591766357
11,72,1,4.283390522003174
16,101,1,0.890210747718811
19,128,0,1.12442147731781
19,128,1,0.6071584820747375
19,129,1,2.3852992057800293
12,79,0,1.4467002153396606
20,129,0,1.5655807256698608
12,85,1,1.8184517621994019
13,90,1,1.2308368682861328
19,128,0,1.3793213367462158
19,129,1,2.745638370513916
19,131,0,1.164555311203003
6,41,0,2.9107189178466797
6,43,1,5.26397705078125
19,130,0,3.471299648284912
19,128,1,3.1736209392547607
19,128,0,4.207257270812988
19,130,1,2.4927945137023926
14,94,0,0.5153361558914185
19,128,1,2.089947462081909
19,123,1,2.534916877746582
19,129,0,0.6485168933868408
15,101,1,2.1211307048797607
19,128,1,1.8919005393981934
15,99,0,1.3099321126937866
3,17,0,0.014904268085956573
13,89,1,2.5839996337890625
7,46,1,0.006346096750348806
7,50,1,1.0393400192260742
19,129,0,2.505431652069092
21,132,0,3.624711275100708
4,24,0,1.049089789390564
19,130,1,1.3567936420440674
20,128,1,3.7944202423095703
19,127,0,2.9387691020965576
14,93,0,2.213184356689453
8,51,1,4.629228115081787
21,129,1,1.7567996978759766
19,128,0,2.8230690956115723
17,112,0,2.5809171199798584
12,81,1,2.6771819591522217
16,110,1,1.3494731187820435
18,123,1,4.01000452041626
7,47,1,3.1601474285125732
19,127,1,2.1017355918884277
6,45,1,0.07198516279459
19,128,1,3.0350422859191895
11,73,0,1.8982394933700562
10,69,1,0.8025537729263306
20,130,1,3.37292742729187
5,35,1,1.420059084892273
7,56,1,5.0184326171875
10,68,1,3.0391366481781006
19,128,0,1.4700874090194702
21,137,0,7.249412536621094
19,128,1,1.9868285655975342
19,125,0,1.8849722146987915
20,132,0,3.3593862056732178
19,129,0,2.36220383644104
17,108,0,1.510349988937378
15,103,1,3.004746198654175
19,128,1,1.1474729776382446
20,129,1,2.2530062198638916
19,130,1,2.9361979961395264
21,113,0,1.2311763763427734
11,67,1,1.8172054290771484
19,126,1,0.7396862506866455
17,116,1,2.5251035690307617
19,128,1,1.7702707052230835
19,128,0,2.943140983581543
14,90,1,0.7358300685882568
19,129,0,2.973526954650879
13,85,1,2.5650558471679688
14,91,1,0.9811012148857117
9,62,0,1.0754491090774536
19,128,1,0.9831780195236206
15,95,1,2.890230894088745
19,127,1,2.2023091316223145
19,128,1,4.3150763511657715
12,84,1,0.3694648742675781
19,128,0,2.126422882080078
19,128,1,3.1217129230499268
17,114,1,0.6663236618041992
19,127,0,3.076411724090576
19,129,1,4.182181358337402
19,129,1,1.7760429382324219
19,127,0,1.7308800220489502
19,126,1,0.9212619662284851
16,108,1,1.1772005558013916
7,51,1,3.308140993118286
9,58,1,2.086087465286255
9,60,1,0.9100102782249451
19,130,0,3.500584602355957
17,117,1,1.041098952293396
19,129,1,0.97419673204422
21,140,1,1.8306465148925781
15,98,1,0.4133566617965698
18,116,1,1.4572925567626953
17,119,0,0.8097822666168213
9,65,1,3.023179769515991
19,131,0,3.0478780269622803
19,128,1,2.288299322128296
8,56,1,3.732830286026001
19,129,0,0.7298757433891296
17,116,1,2.672647714614868
19,128,1,4.1047444343566895
19,128,0,1.8003149032592773
19,129,1,2.012157440185547
19,126,1,3.236888885498047
19,127,1,3.499626636505127
19,129,0,0.7796174883842468
19,132,0,1.1451619863510132
21,130,0,1.1047621965408325
